frame,x,y,visible
0,0,0,0
1,0,0,0
2,0,0,0
3,0,0,0
4,0,0,0
5,0,0,0
6,0,0,0
7,0,0,0
8,0,0,0
9,0,0,0
10,0,0,0
11,0,0,0
12,0,0,0
13,0,0,0
14,0,0,0
15,0,0,0
16,0,0,0
17,0,0,0
18,0,0,0
19,0,0,0
20,0,0,0
21,0,0,0
22,0,0,0
23,0,0,0
24,0,0,0
25,0,0,0
26,0,0,0
27,0,0,0
28,0,0,0
29,0,0,0
30,0,0,0
31,0,0,0
32,0,0,0
33,0,0,0
34,0,0,0
35,0,0,0
36,0,0,0
37,0,0,0
38,0,0,0
39,0,0,0
40,0,0,0
41,0,0,0
42,0,0,0
43,0,0,0
44,0,0,0
45,0,0,0
46,0,0,0
47,0,0,0
48,0,0,0
49,0,0,0
50,0,0,0
51,0,0,0
52,0,0,0
53,0,0,0
54,0,0,0
55,0,0,0
56,0,0,0
57,0,0,0
58,0,0,0
59,0,0,0
60,0,0,0
61,0,0,0
62,0,0,0
63,0,0,0
64,0,0,0
65,0,0,0
66,0,0,0
67,0,0,0
68,0,0,0
69,0,0,0
70,0,0,0
71,0,0,0
72,0,0,0
73,0,0,0
74,0,0,0
75,0,0,0
76,0,0,0
77,0,0,0
78,0,0,0
79,0,0,0
80,0,0,0
81,0,0,0
82,0,0,0
83,0,0,0
84,0,0,0
85,0,0,0
86,0,0,0
87,0,0,0
88,0,0,0
89,0,0,0
90,0,0,0
91,0,0,0
92,0,0,0
93,0,0,0
94,0,0,0
95,0,0,0
96,0,0,0
97,0,0,0
98,0,0,0
99,0,0,0
100,0,0,0
101,0,0,0
102,0,0,0
103,0,0,0
104,0,0,0
105,0,0,0
106,0,0,0
107,0,0,0
108,0,0,0
109,0,0,0
110,0,0,0
111,0,0,0
112,0,0,0
113,0,0,0
114,0,0,0
115,0,0,0
116,0,0,0
117,0,0,0
118,0,0,0
119,0,0,0
120,0,0,0
121,0,0,0
122,0,0,0
123,0,0,0
124,0,0,0
125,0,0,0
126,0,0,0
127,0,0,0
128,0,0,0
129,0,0,0
130,0,0,0
131,1251,552,1
132,1265,558,0
133,1279,564,0
134,1293,570,0
135,1308,577,0
136,1322,583,0
137,1336,589,0
138,1350,596,0
139,1365,602,0
140,1379,608,0
141,1393,614,0
142,1407,621,0
143,1422,627,0
144,1436,633,0
145,1450,640,0
146,1464,646,0
147,1479,652,0
148,1493,659,0
149,1507,665,0
150,1522,671,0
151,1536,677,0
152,1550,684,0
153,1564,690,0
154,1579,696,0
155,1593,703,0
156,1607,709,0
157,1621,715,0
158,1636,721,0
159,1650,728,0
160,1664,734,0
161,1678,740,0
162,1693,747,0
163,1707,753,0
164,1721,759,0
165,1736,766,0
166,1750,772,0
167,1764,778,0
168,1778,784,0
169,1793,791,0
170,1807,797,0
171,1821,803,0
172,1835,810,0
173,1850,816,0
174,1864,822,0
175,1878,828,0
176,1892,835,0
177,1907,841,0
178,1921,847,0
179,1935,854,0
180,1950,860,0
181,1964,866,0
182,1978,873,0
183,1992,879,0
184,2007,885,0
185,2021,891,0
186,2035,898,0
187,2049,904,0
188,2064,910,0
189,2078,917,0
190,2092,923,0
191,2107,929,0
192,2121,936,0
193,2135,942,0
194,2149,948,0
195,2164,954,0
196,2178,961,0
197,2192,967,0
198,2206,973,0
199,2221,980,0
200,2235,986,0
201,2249,992,0
202,2263,998,0
203,2278,1005,0
204,2292,1011,0
205,2306,1017,0
206,2321,1024,0
207,2335,1030,0
208,2349,1036,0
209,2363,1043,0
210,2378,1049,0
211,2392,1055,0
212,2406,1061,0
213,2420,1068,0
214,2435,1074,0
215,2449,1080,0
216,2463,1087,0
217,2477,1093,0
218,2492,1099,0
219,2506,1105,0
220,2520,1112,0
221,2535,1118,0
222,2549,1124,0
223,2563,1131,0
224,2577,1137,0
225,2592,1143,0
226,2606,1150,0
227,2620,1156,0
228,2634,1162,0
229,2649,1168,0
230,2663,1175,0
231,2677,1181,0
232,2691,1187,0
233,2706,1194,0
234,2720,1200,0
235,2734,1206,0
236,2749,1212,0
237,2763,1219,0
238,2777,1225,0
239,2791,1231,0
240,2806,1238,0
241,2820,1244,0
242,2834,1250,0
243,2848,1257,0
244,2863,1263,0
245,2877,1269,0
246,2891,1275,0
247,2905,1282,0
248,2920,1288,0
249,2934,1294,0
250,2948,1301,0
251,2963,1307,0
252,2977,1313,0
253,2991,1320,0
254,3005,1326,0
255,3020,1332,0
256,3034,1338,0
257,3048,1345,0
258,3062,1351,0
259,3077,1357,0
260,3091,1364,0
261,3105,1370,0
262,3119,1376,0
263,3134,1382,0
264,3148,1389,0
265,3162,1395,0
266,3177,1401,0
267,3191,1408,0
268,3205,1414,0
269,3219,1420,0
270,3234,1427,0
271,3248,1433,0
272,3262,1439,0
273,3276,1445,0
