frame,x,y,visible
0,0,0,0
1,0,0,0
2,0,0,0
3,0,0,0
4,0,0,0
5,0,0,0
6,0,0,0
7,0,0,0
8,0,0,0
9,0,0,0
10,0,0,0
11,0,0,0
12,0,0,0
13,0,0,0
14,0,0,0
15,0,0,0
16,0,0,0
17,0,0,0
18,0,0,0
19,0,0,0
20,0,0,0
21,0,0,0
22,0,0,0
23,0,0,0
24,2351,1263,1
25,2485,1335,0
26,2628,1412,0
27,2771,1488,0
28,2913,1565,0
29,3056,1642,0
30,3199,1718,0
31,3342,1795,0
32,3484,1872,0
33,3627,1948,0
34,3770,2025,0
35,3913,2102,0
36,4055,2178,0
37,4198,2255,0
38,4341,2332,0
39,4483,2408,0
40,4626,2485,0
41,4769,2562,0
42,4912,2638,0
43,5054,2715,0
44,5197,2792,0
45,5340,2868,0
46,5483,2945,0
47,5625,3022,0
48,5768,3098,0
49,5911,3175,0
50,6053,3252,0
51,6196,3328,0
52,6339,3405,0
53,6482,3482,0
54,6624,3558,0
55,6767,3635,0
56,6910,3712,0
57,7052,3789,0
58,7195,3865,0
59,7338,3942,0
60,7481,4019,0
61,7623,4095,0
62,7766,4172,0
63,7909,4249,0
64,8052,4325,0
65,8194,4402,0
66,8337,4479,0
67,8480,4555,0
68,8622,4632,0
69,8765,4709,0
70,8908,4785,0
71,9051,4862,0
72,9193,4939,0
73,9336,5015,0
74,9479,5092,0
75,9622,5169,0
76,9764,5245,0
77,9907,5322,0
78,10050,5399,0
79,10192,5475,0
80,10335,5552,0
81,10478,5629,0
82,10621,5705,0
83,10763,5782,0
84,10906,5859,0
85,11049,5935,0
86,11192,6012,0
87,11334,6089,0
88,11477,6165,0
89,11620,6242,0
90,11762,6319,0
91,11905,6395,0
92,12048,6472,0
93,12191,6549,0
94,12333,6625,0
95,12476,6702,0
96,12619,6779,0
97,12762,6855,0
98,12904,6932,0
99,13047,7009,0
100,13190,7085,0
101,13332,7162,0
102,13475,7239,0
103,13618,7316,0
104,13761,7392,0
105,13903,7469,0
106,14046,7546,0
107,14189,7622,0
108,14332,7699,0
109,14474,7776,0
110,14617,7852,0
111,14760,7929,0
112,14902,8006,0
113,15045,8082,0
114,15188,8159,0
115,15331,8236,0
116,15473,8312,0
117,15616,8389,0
118,15759,8466,0
119,15901,8542,0
120,16044,8619,0
121,16187,8696,0
122,16330,8772,0
123,16472,8849,0
124,16615,8926,0
125,16758,9002,0
126,16901,9079,0
127,17043,9156,0
128,17186,9232,0
129,17329,9309,0
130,17471,9386,0
131,17614,9462,0
132,17757,9539,0
133,17900,9616,0
134,18042,9692,0
135,18185,9769,0
136,18328,9846,0
137,18471,9922,0
138,18613,9999,0
139,18756,10076,0
140,18899,10152,0
141,19041,10229,0
142,19184,10306,0
143,19327,10383,0
144,19470,10459,0
145,19612,10536,0
146,19755,10613,0
147,19898,10689,0
148,20040,10766,0
149,20183,10843,0
150,20326,10919,0
151,20469,10996,0
152,20611,11073,0
153,20754,11149,0
154,20897,11226,0
155,21040,11303,0
156,21182,11379,0
157,21325,11456,0
158,21468,11533,0
159,21610,11609,0
160,21753,11686,0
161,21896,11763,0
162,22039,11839,0
163,22181,11916,0
164,22324,11993,0
165,22467,12069,0
166,22610,12146,0
167,22752,12223,0
168,22895,12299,0
169,23038,12376,0
170,23180,12453,0
171,23323,12529,0
172,23466,12606,0
173,23609,12683,0
174,23751,12759,0
175,23894,12836,0
176,24037,12913,0
177,24180,12989,0
178,24322,13066,0
179,24465,13143,0
180,24608,13219,0
181,24750,13296,0
182,24893,13373,0
183,25036,13449,0
184,25179,13526,0
185,25321,13603,0
186,25464,13680,0
187,25607,13756,0
188,25749,13833,0
189,25892,13910,0
190,26035,13986,0
191,26178,14063,0
192,26320,14140,0
193,26463,14216,0
194,26606,14293,0
195,26749,14370,0
196,26891,14446,0
197,27034,14523,0
198,27177,14600,0
199,27319,14676,0
200,27462,14753,0
201,27605,14830,0
202,27748,14906,0
203,27890,14983,0
204,28033,15060,0
205,28176,15136,0
206,28319,15213,0
207,28461,15290,0
208,28604,15366,0
209,28747,15443,0
210,28889,15520,0
211,29032,15596,0
212,29175,15673,0
213,29318,15750,0
214,29460,15826,0
215,29603,15903,0
216,29746,15980,0
217,29888,16056,0
218,30031,16133,0
219,30174,16210,0
220,30317,16286,0
221,30459,16363,0
222,30602,16440,0
223,30745,16516,0
224,30888,16593,0
225,31030,16670,0
226,31173,16747,0
227,31316,16823,0
228,31458,16900,0
229,31601,16977,0
230,31744,17053,0
231,31887,17130,0
232,32029,17207,0
233,32172,17283,0
234,32315,17360,0
235,32458,17437,0
236,32600,17513,0
237,32743,17590,0
238,32886,17667,0
239,33028,17743,0
240,33171,17820,0
241,33314,17897,0
242,33457,17973,0
243,33599,18050,0
244,33742,18127,0
245,33885,18203,0
246,34028,18280,0
247,34170,18357,0
248,34313,18433,0
249,34456,18510,0
250,34598,18587,0
251,34741,18663,0
252,34884,18740,0
253,35027,18817,0
254,35169,18893,0
255,35312,18970,0
256,35455,19047,0
257,35598,19123,0
258,35740,19200,0
259,35883,19277,0
260,36026,19353,0
261,36168,19430,0
