frame,x,y,visible
0,2404,1227,1
1,2404,1227,1
2,2404,1227,1
3,2404,1227,1
4,2404,1227,1
5,2404,1227,1
6,2404,1227,1
7,2404,1227,1
8,2404,1227,1
9,2404,1227,1
10,2404,1227,1
11,2405,1227,1
12,2405,1227,1
13,2404,1227,1
14,2404,1227,1
15,2404,1227,1
16,2404,1227,1
17,2404,1227,1
18,2404,1227,1
19,2404,1227,1
20,2404,1227,1
21,2404,1227,1
22,2404,1227,1
23,2404,1227,1
24,2404,1227,1
25,2404,1227,1
26,2404,1227,1
27,2404,1227,1
28,2404,1227,1
29,2404,1227,1
30,2404,1227,1
31,2404,1227,1
32,2404,1227,1
33,2404,1227,1
34,2404,1227,1
35,2404,1227,1
36,2404,1227,1
37,2404,1227,1
38,2404,1227,1
39,2404,1227,1
40,2404,1227,1
41,2405,1227,1
42,2405,1227,1
43,2405,1227,1
44,2405,1227,1
45,2405,1227,1
46,2405,1227,1
47,2405,1227,1
48,2405,1227,1
49,2405,1227,1
50,2404,1227,1
51,2404,1227,1
52,2405,1227,1
53,2405,1227,1
54,2405,1227,1
55,2405,1227,1
56,2405,1227,1
57,2405,1227,1
58,2405,1227,1
59,2405,1227,1
60,2405,1227,1
61,2405,1227,1
62,2405,1227,1
63,2405,1227,1
64,2405,1227,1
65,2405,1227,1
66,2405,1227,1
67,2405,1227,1
68,2405,1227,1
69,2405,1227,1
70,2405,1227,1
71,2405,1227,1
72,2405,1227,1
73,2405,1227,1
74,2405,1227,1
75,2405,1227,1
76,2405,1227,1
77,2405,1227,1
78,2405,1227,1
79,2405,1227,1
80,2405,1227,1
81,2405,1227,1
82,2405,1227,1
83,2405,1227,1
84,2405,1227,1
85,2405,1227,1
86,2405,1227,1
87,2405,1227,1
88,2405,1227,1
89,2405,1227,1
90,2405,1227,1
91,2405,1227,1
92,2405,1227,1
93,2405,1227,1
94,2405,1227,1
95,2405,1227,1
96,2405,1227,1
97,2405,1227,1
98,2405,1227,1
99,2405,1227,1
100,2405,1227,1
101,2405,1227,1
102,2405,1227,1
103,2405,1227,1
104,2405,1227,1
105,2405,1227,1
106,2405,1227,0
107,2405,1227,0
108,2405,1227,1
109,2405,1227,0
110,2405,1227,0
111,2405,1227,0
112,2405,1227,0
113,2405,1227,1
114,2405,1227,1
115,2405,1227,1
116,2405,1227,1
117,2405,1227,1
118,2405,1227,1
119,2405,1227,1
120,2405,1227,1
121,2405,1227,1
122,2405,1227,1
123,2405,1227,1
124,2405,1227,1
125,2405,1227,1
126,2405,1227,1
127,2405,1227,1
128,2405,1227,1
129,2405,1227,1
130,2405,1227,1
131,2405,1227,1
132,2404,1227,1
133,2404,1227,1
134,2404,1227,1
135,2404,1227,1
136,2404,1227,1
137,2404,1227,1
138,2405,1227,1
139,2404,1227,1
140,2404,1227,1
141,2404,1227,1
142,2404,1227,1
143,2404,1227,1
144,2404,1227,1
145,2404,1227,1
146,2404,1227,1
147,2404,1227,1
148,2404,1227,1
149,2404,1227,1
150,2404,1227,1
151,2404,1227,1
152,2404,1227,1
153,2404,1227,1
154,2404,1227,1
155,2404,1227,1
156,2405,1227,1
157,2405,1227,1
158,2405,1227,1
159,2405,1227,1
160,2404,1227,1
161,2405,1227,1
162,2404,1227,1
163,2405,1227,1
164,2405,1227,1
165,2405,1227,1
166,2405,1227,1
167,2405,1227,1
168,2405,1227,1
169,2405,1227,1
170,2405,1227,1
171,2405,1227,1
172,2405,1227,1
173,2404,1227,1
174,2404,1227,1
175,2405,1227,1
176,2404,1227,1
177,2404,1227,1
178,2405,1227,1
179,2404,1227,1
180,2404,1227,1
181,2404,1227,1
182,2404,1227,1
183,2405,1227,1
184,2405,1227,1
185,2405,1227,1
186,2405,1227,1
187,2405,1227,1
188,2405,1227,1
189,2405,1227,1
190,2405,1227,1
191,2405,1227,1
192,2405,1227,1
193,2405,1227,1
194,2404,1227,1
195,2404,1227,1
196,2404,1227,1
197,2404,1227,1
198,2405,1227,1
199,2404,1227,1
200,2404,1227,1
201,2404,1227,1
202,2404,1227,1
203,2404,1227,1
204,2404,1227,1
205,2404,1227,1
206,2404,1227,1
207,2404,1227,1
208,2404,1227,1
209,2404,1227,1
210,2404,1227,1
211,2404,1227,1
212,2404,1227,1
213,2404,1227,1
214,2404,1227,1
215,2405,1227,1
216,2404,1227,1
217,2404,1227,1
218,2404,1227,1
219,2404,1227,1
220,2404,1227,1
221,2404,1227,1
222,2404,1227,1
223,2404,1227,1
224,2404,1227,1
225,2404,1227,1
226,2404,1227,1
227,2404,1227,1
228,2404,1227,1
229,2404,1227,1
230,2404,1227,1
231,2404,1227,1
232,2404,1227,1
233,2404,1227,1
234,2404,1227,1
235,2404,1227,1
236,2404,1227,1
237,2404,1227,1
238,2404,1227,1
239,2404,1227,1
240,2404,1227,1
241,2404,1227,1
242,2404,1227,1
243,2405,1227,1
244,2404,1227,1
245,2404,1227,1
246,2405,1227,1
247,2404,1227,1
248,2405,1227,1
249,2404,1227,1
250,2405,1227,1
251,2405,1227,1
252,2404,1227,1
253,2404,1227,1
254,2404,1227,1
255,2405,1227,1
256,2404,1227,1
257,2405,1227,1
258,2405,1227,1
259,2404,1227,1
260,2405,1227,1
261,2405,1227,1
262,2405,1227,1
263,2405,1227,1
264,2405,1227,1
265,2405,1227,1
266,2405,1227,1
267,2405,1227,0
268,2405,1227,1
269,2405,1227,1
270,2405,1227,1
271,2405,1227,0
272,2405,1227,0
273,2404,1227,0
274,2404,1227,0
275,2405,1227,1
276,2405,1227,1
277,2405,1227,1
278,2405,1227,1
279,2405,1227,1
280,2405,1228,1
281,2404,1228,1
282,2404,1228,1
283,2404,1228,1
284,2404,1228,1
285,2404,1228,1
286,2404,1228,1
287,2405,1228,1
288,2405,1230,1
289,2405,1228,1
290,2405,1228,1
291,2404,1228,1
292,2404,1228,1
293,2404,1228,1
