frame,x,y,visible
0,0,0,0
1,0,0,0
2,0,0,0
3,0,0,0
4,0,0,0
5,0,0,0
6,0,0,0
7,0,0,0
8,0,0,0
9,0,0,0
10,0,0,0
11,0,0,0
12,0,0,0
13,0,0,0
14,0,0,0
15,0,0,0
16,0,0,0
17,0,0,0
18,0,0,0
19,0,0,0
20,0,0,0
21,0,0,0
22,0,0,0
23,0,0,0
24,0,0,0
25,0,0,0
26,0,0,0
27,0,0,0
28,0,0,0
29,0,0,0
30,0,0,0
31,0,0,0
32,0,0,0
33,0,0,0
34,0,0,0
35,0,0,0
36,0,0,0
37,0,0,0
38,0,0,0
39,0,0,0
40,0,0,0
41,0,0,0
42,0,0,0
43,962,420,1
44,962,420,1
45,976,418,1
46,976,418,1
47,987,420,1
48,987,420,1
49,999,422,0
50,1006,423,0
51,1013,423,0
52,1020,424,0
53,1026,425,0
54,1033,426,0
55,1040,427,0
56,1047,427,0
57,1054,428,0
58,1060,429,0
59,1067,430,0
60,1074,431,0
61,1081,431,0
62,1088,432,0
63,1094,433,0
64,1101,434,0
65,1108,435,0
66,1115,435,0
67,1122,436,0
68,1129,437,0
69,1135,438,0
70,1142,439,0
71,1149,439,0
72,1156,440,0
73,1163,441,0
74,1169,442,0
75,1176,443,0
76,1183,444,0
77,1190,444,0
78,1197,445,0
79,1203,446,0
80,1210,447,0
81,1061,480,1
82,1061,480,1
83,1023,468,1
84,984,460,1
85,946,454,1
86,907,454,1
87,868,455,1
88,868,455,1
89,827,460,1
90,789,471,1
91,751,488,1
92,712,505,1
93,682,504,0
94,647,513,0
95,612,523,0
96,577,533,0
97,542,542,0
98,507,552,0
99,473,562,0
100,438,572,0
101,403,581,0
102,368,591,0
103,333,601,0
104,298,610,0
105,264,620,0
106,229,630,0
107,194,639,0
108,159,649,0
109,124,659,0
110,89,668,0
111,55,678,0
112,20,688,0
113,-14,697,0
114,-49,707,0
115,196,651,1
116,172,649,1
117,149,651,1
118,149,651,1
119,123,656,1
120,123,656,1
121,122,656,1
122,122,656,1
123,97,664,1
124,97,664,1
125,76,669,1
126,76,669,1
127,64,671,0
128,56,674,0
129,47,676,0
130,38,679,0
131,29,681,0
132,20,684,0
133,11,686,0
134,2,689,0
135,-6,691,0
136,-15,694,0
137,-24,696,0
138,-33,698,0
139,-42,701,0
140,-51,703,0
141,-60,706,0
142,-69,708,0
143,-78,711,0
144,-86,713,0
145,-95,716,0
146,-104,718,0
147,-113,720,0
148,-122,723,0
149,-131,725,0
150,-140,728,0
151,-149,730,0
152,-158,733,0
153,-167,735,0
154,-176,738,0
155,-185,740,0
156,-194,743,0
157,-203,745,0
158,-212,747,0
159,-220,750,0
160,-229,752,0
161,-238,755,0
162,357,523,1
163,357,523,1
164,336,520,1
165,336,520,1
166,312,520,1
167,312,520,1
168,313,520,1
169,291,522,1
170,269,531,1
171,246,543,1
172,223,558,1
173,201,579,1
174,201,579,1
175,176,590,0
176,158,601,0
177,140,612,0
