frame,x,y,visible
0,2322,1230,1
1,2322,1229,1
2,2322,1229,1
3,2322,1230,1
4,2322,1229,1
5,2322,1229,1
6,2322,1229,1
7,2322,1229,1
8,2322,1229,1
9,2322,1230,1
10,2322,1229,1
11,2322,1229,1
12,2322,1229,1
13,2322,1229,1
14,2322,1229,1
15,2322,1229,1
16,2322,1229,1
17,2322,1229,1
18,2322,1229,1
19,2322,1229,1
20,2322,1230,1
21,2322,1230,1
22,2322,1230,1
23,2322,1230,1
24,2322,1230,1
25,2322,1230,1
26,2322,1230,1
27,2322,1230,1
28,2322,1230,1
29,2322,1230,1
30,2322,1230,1
31,2322,1230,1
32,2322,1230,1
33,2322,1230,1
34,2322,1230,1
35,2322,1230,1
36,2322,1230,1
37,2322,1230,1
38,2322,1230,1
39,2322,1230,1
40,2322,1230,1
41,2322,1230,1
42,2322,1230,1
43,2322,1230,1
44,2322,1230,1
45,2322,1230,1
46,2322,1230,1
47,2322,1230,1
48,2322,1230,1
49,2322,1230,0
50,2322,1230,0
51,2322,1230,0
52,2322,1230,0
53,2322,1230,0
54,2322,1230,0
55,2322,1230,0
56,2322,1230,0
57,2322,1229,1
58,2322,1229,1
59,2322,1228,0
60,2322,1228,0
61,2322,1228,0
62,2322,1228,0
63,2322,1228,0
64,2322,1228,0
65,2322,1228,0
66,2322,1228,0
67,2322,1227,0
68,2322,1227,0
69,2322,1227,0
70,2322,1227,0
71,2322,1227,0
72,2322,1227,0
73,2322,1227,0
74,2322,1227,0
75,2322,1227,0
76,2322,1226,0
77,2322,1226,0
78,2322,1226,0
79,2322,1226,0
80,2322,1226,0
81,2322,1226,0
82,2322,1226,0
83,2322,1226,0
84,2322,1226,0
85,2322,1225,0
86,2322,1225,0
87,2322,1225,0
88,2322,1225,0
89,2322,1225,0
90,2322,1225,0
91,2322,1225,0
92,2322,1225,0
93,2322,1225,0
94,2322,1224,0
95,2322,1224,0
96,2322,1224,0
97,2322,1224,0
98,2322,1224,0
99,2322,1224,0
100,2322,1224,0
101,2322,1224,0
102,2322,1224,0
103,2322,1223,0
104,2322,1223,0
105,2322,1223,0
106,2322,1223,0
107,2322,1223,0
108,2322,1223,0
109,2322,1223,0
110,2322,1223,0
111,2322,1223,0
112,2322,1223,0
113,2322,1222,0
114,2322,1222,0
115,2322,1222,0
116,2322,1222,0
117,2322,1222,0
118,2322,1222,0
119,2322,1222,0
120,2322,1222,0
121,2322,1222,0
122,2322,1221,0
123,2322,1221,0
124,2322,1221,0
125,2322,1221,0
126,2322,1221,0
127,2322,1221,0
128,2322,1221,0
129,2322,1221,0
130,2322,1221,0
131,2322,1220,0
132,2322,1220,0
133,2322,1220,0
134,2322,1220,0
135,2322,1220,0
136,2322,1220,0
137,2322,1220,0
