frame,x,y,visible
0,0,0,0
1,0,0,0
2,0,0,0
3,0,0,0
4,0,0,0
5,0,0,0
6,0,0,0
7,0,0,0
8,0,0,0
9,0,0,0
10,0,0,0
11,0,0,0
12,0,0,0
13,0,0,0
14,0,0,0
15,0,0,0
16,0,0,0
17,0,0,0
18,0,0,0
19,0,0,0
20,0,0,0
21,0,0,0
22,0,0,0
23,0,0,0
24,0,0,0
25,0,0,0
26,0,0,0
27,0,0,0
28,0,0,0
29,0,0,0
30,0,0,0
31,0,0,0
32,0,0,0
33,0,0,0
34,0,0,0
35,0,0,0
36,0,0,0
37,0,0,0
38,0,0,0
39,0,0,0
40,0,0,0
41,0,0,0
42,0,0,0
43,0,0,0
44,0,0,0
45,0,0,0
46,0,0,0
47,0,0,0
48,0,0,0
49,0,0,0
50,0,0,0
51,0,0,0
52,0,0,0
53,0,0,0
54,0,0,0
55,0,0,0
56,0,0,0
57,0,0,0
58,0,0,0
59,0,0,0
60,0,0,0
61,0,0,0
62,0,0,0
63,0,0,0
64,0,0,0
65,0,0,0
66,997,551,1
67,997,551,1
68,1019,563,0
69,1106,497,1
70,1123,441,1
71,1123,441,1
72,1133,409,1
73,1133,409,1
74,1133,409,1
75,1143,379,1
76,1143,379,1
77,1152,356,1
78,1152,356,1
79,1152,356,1
80,1161,339,1
81,1161,339,1
82,1169,323,1
83,1168,323,1
84,1169,323,1
85,1175,315,1
86,1177,309,0
87,1179,303,0
88,1182,298,0
89,1185,293,0
90,1188,288,0
91,1191,283,0
92,1194,278,0
93,1197,273,0
94,1200,268,0
95,1203,263,0
96,1206,258,0
97,1209,253,0
98,1212,248,0
99,1215,243,0
100,1218,357,1
101,1218,357,1
102,1218,357,1
103,1221,362,0
104,1223,365,0
105,1224,368,0
106,1226,372,0
107,1228,375,0
108,1229,378,0
109,1231,381,0
110,1233,384,0
111,1235,387,0
112,1236,390,0
113,1238,394,0
114,1240,397,0
115,1242,400,0
116,1243,403,0
117,1245,406,0
118,1247,409,0
119,1249,412,0
120,1250,415,0
121,1252,419,0
122,1254,422,0
123,1256,425,0
124,1257,428,0
125,1259,431,0
126,1261,434,0
127,1262,437,0
128,1264,440,0
129,1266,444,0
130,1268,447,0
131,1269,450,0
132,1271,453,0
133,1273,456,0
134,1159,446,1
135,1159,445,1
136,1144,433,1
137,1144,433,1
138,1144,433,1
139,1132,427,1
140,1132,427,1
141,1120,424,1
142,1120,424,1
143,1120,424,1
144,1108,424,1
145,1108,424,1
146,1097,426,1
147,1096,426,1
148,1096,426,1
149,1086,432,1
150,1086,432,1
151,1080,433,0
152,1076,434,0
153,1072,436,0
154,1068,437,0
155,1064,439,0
156,1060,441,0
157,1056,442,0
158,1052,444,0
159,1048,446,0
160,1043,447,0
161,1039,449,0
162,1035,450,0
163,1031,452,0
164,1027,454,0
165,1023,455,0
166,1019,457,0
167,1015,459,0
168,1011,460,0
169,1007,462,0
170,1003,464,0
171,999,465,0
172,995,467,0
173,970,383,1
174,970,383,1
175,970,383,1
176,960,381,1
177,949,380,1
178,949,380,1
179,949,380,1
180,938,382,1
181,938,382,1
182,927,386,1
183,927,385,1
184,927,385,1
185,915,396,1
186,915,396,1
187,909,397,0
188,905,400,0
189,901,403,0
190,896,406,0
191,892,409,0
192,888,412,0
193,883,414,0
194,879,417,0
195,875,420,0
196,871,423,0
197,866,426,0
198,862,429,0
199,858,432,0
200,853,434,0
201,849,437,0
202,845,440,0
203,840,443,0
204,836,446,0
205,832,449,0
206,828,451,0
207,823,454,0
208,819,457,0
209,815,460,0
210,810,463,0
211,806,466,0
212,802,469,0
213,797,471,0
214,793,474,0
215,789,477,0
216,785,480,0
217,780,483,0
218,776,486,0
219,772,489,0
220,767,491,0
221,763,494,0
222,759,497,0
223,754,500,0
224,750,503,0
225,746,506,0
226,742,508,0
227,737,511,0
228,733,514,0
229,729,517,0
230,724,520,0
231,720,523,0
232,716,526,0
233,712,528,0
234,707,531,0
235,703,534,0
236,699,537,0
237,694,540,0
238,690,543,0
239,686,546,0
240,681,548,0
241,677,551,0
242,673,554,0
